難度,掉落池ID,群組ID,掉落池備註,抽取次數,先抽稀有度,忽略難度,普通物品BP,遺物BP,None有效權重,None比例,Normal有效權重,Normal比例,Rare有效權重,Rare比例,Elite有效權重,Elite比例,Epic有效權重,Epic比例,Legend有效權重,Legend比例,Unique有效權重,Unique比例
Hard,123601,123600,"챕1 미니보스 (교구장, 마더 루크라) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,123601,123600,"챕1 미니보스 (교구장, 마더 루크라) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,123602,123600,"챕1 미니보스 (교구장, 마더 루크라) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123602,123600,"챕1 미니보스 (교구장, 마더 루크라) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123602,123600,"챕1 미니보스 (교구장, 마더 루크라) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123602,123600,"챕1 미니보스 (교구장, 마더 루크라) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123603,123600,"챕1 미니보스 (교구장, 마더 루크라) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123603,123600,"챕1 미니보스 (교구장, 마더 루크라) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123603,123600,"챕1 미니보스 (교구장, 마더 루크라) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123603,123600,"챕1 미니보스 (교구장, 마더 루크라) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123700,123700,"챕1 미니보스 - 거짓된 천사, 이레네",4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,123700,123700,"챕1 미니보스 - 거짓된 천사, 이레네",4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,123700,123700,"챕1 미니보스 - 거짓된 천사, 이레네",4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,123700,123700,"챕1 미니보스 - 거짓된 천사, 이레네",4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,123701,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,123701,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,123701,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,123701,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,123702,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123702,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123702,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123702,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123703,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123703,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123703,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123703,123700,"챕1 미니보스 (거짓된 천사, 이레네) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,123900,123900,챕1 미니보스 - 팔척귀신,6,TRUE,FALSE,9000,750,0,0.00%,2000,23.81%,3000,35.71%,3400,40.48%,0,0.00%,0,0.00%,0,0.00%
Normal,123900,123900,챕1 미니보스 - 팔척귀신,6,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,3000,33.33%,4000,44.44%,0,0.00%,0,0.00%,0,0.00%
Hard,123900,123900,챕1 미니보스 - 팔척귀신,6,TRUE,FALSE,9000,750,0,0.00%,2000,17.54%,3000,26.32%,6400,56.14%,0,0.00%,0,0.00%,0,0.00%
Insane,123900,123900,챕1 미니보스 - 팔척귀신,6,TRUE,FALSE,9000,750,0,0.00%,2000,11.36%,3000,17.05%,12600,71.59%,0,0.00%,0,0.00%,0,0.00%
Easy,123901,123900,챕1 미니보스 (팔척귀신) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,123901,123900,챕1 미니보스 (팔척귀신) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,123901,123900,챕1 미니보스 (팔척귀신) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,123901,123900,챕1 미니보스 (팔척귀신) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,123902,123900,챕1 미니보스 (팔척귀신) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,123902,123900,챕1 미니보스 (팔척귀신) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,123902,123900,챕1 미니보스 (팔척귀신) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,123902,123900,챕1 미니보스 (팔척귀신) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,125000,125000,챕1 - 채집 대상 몬스터1 1회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,125000,125000,챕1 - 채집 대상 몬스터1 1회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,125000,125000,챕1 - 채집 대상 몬스터1 1회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,125000,125000,챕1 - 채집 대상 몬스터1 1회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,125001,125000,챕1 - 채집 대상 몬스터1 2회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,125001,125000,챕1 - 채집 대상 몬스터1 2회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,125001,125000,챕1 - 채집 대상 몬스터1 2회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,125001,125000,챕1 - 채집 대상 몬스터1 2회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,125002,125000,챕1 - 채집 대상 몬스터1 3회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,125002,125000,챕1 - 채집 대상 몬스터1 3회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,125002,125000,챕1 - 채집 대상 몬스터1 3회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,125002,125000,챕1 - 채집 대상 몬스터1 3회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,126000,126000,챕1 - 채집 대상 몬스터2 1회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,126000,126000,챕1 - 채집 대상 몬스터2 1회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,126000,126000,챕1 - 채집 대상 몬스터2 1회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,126000,126000,챕1 - 채집 대상 몬스터2 1회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,126001,126000,챕1 - 채집 대상 몬스터2 2회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,126001,126000,챕1 - 채집 대상 몬스터2 2회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,126001,126000,챕1 - 채집 대상 몬스터2 2회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,126001,126000,챕1 - 채집 대상 몬스터2 2회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,126002,126000,챕1 - 채집 대상 몬스터2 3회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,126002,126000,챕1 - 채집 대상 몬스터2 3회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,126002,126000,챕1 - 채집 대상 몬스터2 3회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,126002,126000,챕1 - 채집 대상 몬스터2 3회,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,127000,127000,챕1 보스 - 경찰서장 도노반,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,127000,127000,챕1 보스 - 경찰서장 도노반,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,127000,127000,챕1 보스 - 경찰서장 도노반,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,127000,127000,챕1 보스 - 경찰서장 도노반,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,127001,127000,챕1 보스 (경찰서장 도노반) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,127001,127000,챕1 보스 (경찰서장 도노반) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,127001,127000,챕1 보스 (경찰서장 도노반) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,127001,127000,챕1 보스 (경찰서장 도노반) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,128000,128000,챕1 보스 - 소울콜렉터,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,128000,128000,챕1 보스 - 소울콜렉터,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,128000,128000,챕1 보스 - 소울콜렉터,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,128000,128000,챕1 보스 - 소울콜렉터,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,129000,129000,챕1 보스 - 팔척귀신,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,129000,129000,챕1 보스 - 팔척귀신,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,129000,129000,챕1 보스 - 팔척귀신,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,129000,129000,챕1 보스 - 팔척귀신,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211000,211000,챕2 - 도구 상자,3,TRUE,FALSE,8000,250,0,0.00%,4000,50.96%,3000,38.22%,850,10.83%,0,0.00%,0,0.00%,0,0.00%
Normal,211000,211000,챕2 - 도구 상자,3,TRUE,FALSE,8000,250,0,0.00%,4000,50.00%,3000,37.50%,1000,12.50%,0,0.00%,0,0.00%,0,0.00%
Hard,211000,211000,챕2 - 도구 상자,3,TRUE,FALSE,8000,250,0,0.00%,4000,46.51%,3000,34.88%,1600,18.60%,0,0.00%,0,0.00%,0,0.00%
Insane,211000,211000,챕2 - 도구 상자,3,TRUE,FALSE,8000,250,0,0.00%,4000,39.41%,3000,29.56%,3150,31.03%,0,0.00%,0,0.00%,0,0.00%
Easy,211001,211000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211001,211000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211001,211000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211001,211000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211002,211000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211002,211000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211002,211000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211002,211000,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211100,211100,챕2 - 의료 상자,3,TRUE,FALSE,9000,0,0,0.00%,4000,45.27%,4000,45.27%,595,6.73%,240,2.72%,0,0.00%,0,0.00%
Normal,211100,211100,챕2 - 의료 상자,3,TRUE,FALSE,9000,0,0,0.00%,4000,44.44%,4000,44.44%,700,7.78%,300,3.33%,0,0.00%,0,0.00%
Hard,211100,211100,챕2 - 의료 상자,3,TRUE,FALSE,9000,0,0,0.00%,4000,41.99%,4000,41.99%,1120,11.76%,405,4.25%,0,0.00%,0,0.00%
Insane,211100,211100,챕2 - 의료 상자,3,TRUE,FALSE,9000,0,0,0.00%,4000,36.31%,4000,36.31%,2205,20.02%,810,7.35%,0,0.00%,0,0.00%
Easy,211101,211100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211101,211100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211101,211100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211101,211100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211102,211100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211102,211100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211102,211100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211102,211100,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211200,211200,챕2 - 서류 가방,4,TRUE,FALSE,7000,0,0,0.00%,0,0.00%,4000,61.54%,1700,26.15%,800,12.31%,0,0.00%,0,0.00%
Normal,211200,211200,챕2 - 서류 가방,4,TRUE,FALSE,7000,0,0,0.00%,0,0.00%,4000,57.14%,2000,28.57%,1000,14.29%,0,0.00%,0,0.00%
Hard,211200,211200,챕2 - 서류 가방,4,TRUE,FALSE,7000,0,0,0.00%,0,0.00%,4000,46.78%,3200,37.43%,1350,15.79%,0,0.00%,0,0.00%
Insane,211200,211200,챕2 - 서류 가방,4,TRUE,FALSE,7000,0,0,0.00%,0,0.00%,4000,30.77%,6300,48.46%,2700,20.77%,0,0.00%,0,0.00%
Easy,211201,211200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211201,211200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211201,211200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211201,211200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211202,211200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211202,211200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211202,211200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211202,211200,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211300,211300,챕2 - 금고,3,TRUE,FALSE,9000,750,0,0.00%,3000,33.99%,5000,56.66%,425,4.82%,400,4.53%,0,0.00%,0,0.00%
Normal,211300,211300,챕2 - 금고,3,TRUE,FALSE,9000,750,0,0.00%,3000,33.33%,5000,55.56%,500,5.56%,500,5.56%,0,0.00%,0,0.00%
Hard,211300,211300,챕2 - 금고,3,TRUE,FALSE,9000,750,0,0.00%,3000,31.66%,5000,52.77%,800,8.44%,675,7.12%,0,0.00%,0,0.00%
Insane,211300,211300,챕2 - 금고,3,TRUE,FALSE,9000,750,0,0.00%,3000,27.46%,5000,45.77%,1575,14.42%,1350,12.36%,0,0.00%,0,0.00%
Easy,211301,211300,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211301,211300,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211301,211300,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211301,211300,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211302,211300,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211302,211300,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211302,211300,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211302,211300,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211400,211400,챕2 - 봉인된 무기함,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,90.65%,425,4.82%,400,4.53%,0,0.00%,0,0.00%
Normal,211400,211400,챕2 - 봉인된 무기함,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,88.89%,500,5.56%,500,5.56%,0,0.00%,0,0.00%
Hard,211400,211400,챕2 - 봉인된 무기함,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,84.43%,800,8.44%,675,7.12%,0,0.00%,0,0.00%
Insane,211400,211400,챕2 - 봉인된 무기함,3,TRUE,FALSE,9000,750,0,0.00%,0,0.00%,8000,73.23%,1575,14.42%,1350,12.36%,0,0.00%,0,0.00%
Easy,211401,211400,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211401,211400,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,211401,211400,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,211401,211400,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,211402,211400,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,211402,211400,챕2 박스 - 퀘스트 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
