難度,怪物ID,怪物名稱,怪物原名,怪物類型,怪物類型原值,怪物分類,怪物分類原值,HP,攻擊,防禦,難度HP倍率%,難度攻擊倍率%,難度防禦倍率%,基礎HP,基礎攻擊,基礎防禦,火抗性%,水抗性%,風抗性%,建議屬性,弱點說明,抗性說明,掉落池ID,掉落池名稱,掉落ID來源,出現設定ID,出現機率,移動速度,攻擊速度,視野距離,背後視野距離,主動技能ID,被動技能ID
Easy,300012,火焰束縛者佈裡奇,브리쳐 - 페이즈1 (스토리),首領,Boss,人類(Human),Human,7000,129.25,81.25,70,55,65,10000,235,125,25,0,0,無,無明顯弱點,火 +25%,222200,챕2 보스 - 브리쳐,222200:Monster + MonsterSpawn,30001201,100,1.8,1,30,30,21004001|21004002|21004003|21004004|21004005|21004006|21004007|21004008|21004009,
Hard,300012,火焰束縛者佈裡奇,브리쳐 - 페이즈1 (스토리),首領,Boss,人類(Human),Human,15000,270.25,118.75,150,115,95,10000,235,125,25,0,0,無,無明顯弱點,火 +25%,222200,챕2 보스 - 브리쳐,222200:Monster + MonsterSpawn,30001201,100,1.8,1,30,30,21004001|21004002|21004003|21004004|21004005|21004006|21004007|21004008|21004009,
Insane,300012,火焰束縛者佈裡奇,브리쳐 - 페이즈1 (스토리),首領,Boss,人類(Human),Human,24000,305.5,131.25,240,130,105,10000,235,125,25,0,0,無,無明顯弱點,火 +25%,222200,챕2 보스 - 브리쳐,222200:Monster + MonsterSpawn,30001201,100,1.8,1,30,30,21004001|21004002|21004003|21004004|21004005|21004006|21004007|21004008|21004009,
Normal,300012,火焰束縛者佈裡奇,브리쳐 - 페이즈1 (스토리),首領,Boss,人類(Human),Human,8500,199.75,106.25,85,85,85,10000,235,125,25,0,0,無,無明顯弱點,火 +25%,222200,챕2 보스 - 브리쳐,222200:Monster + MonsterSpawn,30001201,100,1.8,1,30,30,21004001|21004002|21004003|21004004|21004005|21004006|21004007|21004008|21004009,
Easy,200025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,644,96.25,50.7,70,55,65,920,175,78,25,0,0,無,無明顯弱點,火 +25%,221300,챕2 소방수 몬스터 (노멀),221300:MonsterSpawn,20010603,4000,2,1,3.5,1.4,20001050|20001051,20001052
Easy,210025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,644,96.25,50.7,70,55,65,920,175,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.8,1,3.5,2.5,20001050|20001051,20001052
Easy,240025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,322,72.05,50.7,70,55,65,460,131,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.8,1,3.5,2.5,20001050|20001051,20001052
Hard,200025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,1380,201.25,74.1,150,115,95,920,175,78,25,0,0,無,無明顯弱點,火 +25%,221300,챕2 소방수 몬스터 (노멀),221300:MonsterSpawn,20010603,4000,2,1,3.5,1.4,20001050|20001051,20001052
Hard,210025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,1380,201.25,74.1,150,115,95,920,175,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.8,1,3.5,2.5,20001050|20001051,20001052
Hard,240025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,690,150.65,74.1,150,115,95,460,131,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.8,1,3.5,2.5,20001050|20001051,20001052
Insane,200025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,2208,227.5,81.9,240,130,105,920,175,78,25,0,0,無,無明顯弱點,火 +25%,221300,챕2 소방수 몬스터 (노멀),221300:MonsterSpawn,20010603,4000,2,1,3.5,1.4,20001050|20001051,20001052
Insane,210025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,2208,227.5,81.9,240,130,105,920,175,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.8,1,3.5,2.5,20001050|20001051,20001052
Insane,240025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,1104,170.3,81.9,240,130,105,460,131,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.8,1,3.5,2.5,20001050|20001051,20001052
Normal,200025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,782,148.75,66.3,85,85,85,920,175,78,25,0,0,無,無明顯弱點,火 +25%,221300,챕2 소방수 몬스터 (노멀),221300:MonsterSpawn,20010603,4000,2,1,3.5,1.4,20001050|20001051,20001052
Normal,210025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,782,148.75,66.3,85,85,85,920,175,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.8,1,3.5,2.5,20001050|20001051,20001052
Normal,240025,火焰噴射消防員,소방수 - 화염방사,普通,Normal,人類(Human),Human,391,111.35,66.3,85,85,85,460,131,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,1.8,1,3.5,2.5,20001050|20001051,20001052
Easy,310012,主任護士莎拉,"수간호사, 사라",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,5600,119.35,70.85,70,55,65,8000,217,109,-25,0,0,火,火 -25%,無明顯抗性,122600,"챕1 미니보스 - 수간호사, 사라",122600:MonsterSpawn,31001201 / 31100501,100 / 100,1.4,1,3.5,1.6,21000060|21000061|21000062|21000063|21000064|21000065,
Hard,310012,主任護士莎拉,"수간호사, 사라",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,12000,249.55,103.55,150,115,95,8000,217,109,-25,0,0,火,火 -25%,無明顯抗性,122600,"챕1 미니보스 - 수간호사, 사라",122600:MonsterSpawn,31001201 / 31100501,100 / 100,1.4,1,3.5,1.6,21000060|21000061|21000062|21000063|21000064|21000065,
Insane,310012,主任護士莎拉,"수간호사, 사라",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,19200,282.1,114.45,240,130,105,8000,217,109,-25,0,0,火,火 -25%,無明顯抗性,122600,"챕1 미니보스 - 수간호사, 사라",122600:MonsterSpawn,31001201 / 31100501,100 / 100,1.4,1,3.5,1.6,21000060|21000061|21000062|21000063|21000064|21000065,
Normal,310012,主任護士莎拉,"수간호사, 사라",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,6800,184.45,92.65,85,85,85,8000,217,109,-25,0,0,火,火 -25%,無明顯抗性,122600,"챕1 미니보스 - 수간호사, 사라",122600:MonsterSpawn,31001201 / 31100501,100 / 100,1.4,1,3.5,1.6,21000060|21000061|21000062|21000063|21000064|21000065,
Easy,200001,卡蒙,까멍,普通,Normal,野獸(Beast),Beast,413,103.95,50.7,70,55,65,590,189,78,0,-25,25,水,水 -25%,風 +25%,121000,챕1 미니언 몬스터 (야생),121000:MonsterSpawn,20010101,6500,2,1,3.4,1.3,20000000|20000050|20000001,
Easy,210001,卡蒙,까멍(소환),普通,Normal,野獸(Beast),Beast,413,103.95,50.7,70,55,65,590,189,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2.2,1,3.4,2.5,20000000|20000050|20000001,
Easy,220001,卡蒙,까멍(퀘),普通,Normal,野獸(Beast),Beast,413,103.95,50.7,70,55,65,590,189,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2,1,3.4,1.3,20000000|20000050|20000001,
Easy,230001,卡蒙,까멍 (튜토),普通,Normal,野獸(Beast),Beast,490,25.3,50.7,70,55,65,700,46,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,1.7,1,3.3,1.3,20000000,
Easy,240001,卡蒙,까멍(웨이브),普通,Normal,野獸(Beast),Beast,206.5,78.1,50.7,70,55,65,295,142,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2.2,1,3.4,2.5,20000000|20000050|20000001,
Hard,200001,卡蒙,까멍,普通,Normal,野獸(Beast),Beast,885,217.35,74.1,150,115,95,590,189,78,0,-25,25,水,水 -25%,風 +25%,121000,챕1 미니언 몬스터 (야생),121000:MonsterSpawn,20010101,6500,2,1,3.4,1.3,20000000|20000050|20000001,
Hard,210001,卡蒙,까멍(소환),普通,Normal,野獸(Beast),Beast,885,217.35,74.1,150,115,95,590,189,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2.2,1,3.4,2.5,20000000|20000050|20000001,
Hard,220001,卡蒙,까멍(퀘),普通,Normal,野獸(Beast),Beast,885,217.35,74.1,150,115,95,590,189,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2,1,3.4,1.3,20000000|20000050|20000001,
Hard,230001,卡蒙,까멍 (튜토),普通,Normal,野獸(Beast),Beast,1050,52.9,74.1,150,115,95,700,46,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,1.7,1,3.3,1.3,20000000,
Hard,240001,卡蒙,까멍(웨이브),普通,Normal,野獸(Beast),Beast,442.5,163.3,74.1,150,115,95,295,142,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2.2,1,3.4,2.5,20000000|20000050|20000001,
Insane,200001,卡蒙,까멍,普通,Normal,野獸(Beast),Beast,1416,245.7,81.9,240,130,105,590,189,78,0,-25,25,水,水 -25%,風 +25%,121000,챕1 미니언 몬스터 (야생),121000:MonsterSpawn,20010101,6500,2,1,3.4,1.3,20000000|20000050|20000001,
Insane,210001,卡蒙,까멍(소환),普通,Normal,野獸(Beast),Beast,1416,245.7,81.9,240,130,105,590,189,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2.2,1,3.4,2.5,20000000|20000050|20000001,
Insane,220001,卡蒙,까멍(퀘),普通,Normal,野獸(Beast),Beast,1416,245.7,81.9,240,130,105,590,189,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2,1,3.4,1.3,20000000|20000050|20000001,
Insane,230001,卡蒙,까멍 (튜토),普通,Normal,野獸(Beast),Beast,1680,59.8,81.9,240,130,105,700,46,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,1.7,1,3.3,1.3,20000000,
Insane,240001,卡蒙,까멍(웨이브),普通,Normal,野獸(Beast),Beast,708,184.6,81.9,240,130,105,295,142,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2.2,1,3.4,2.5,20000000|20000050|20000001,
Normal,200001,卡蒙,까멍,普通,Normal,野獸(Beast),Beast,501.5,160.65,66.3,85,85,85,590,189,78,0,-25,25,水,水 -25%,風 +25%,121000,챕1 미니언 몬스터 (야생),121000:MonsterSpawn,20010101,6500,2,1,3.4,1.3,20000000|20000050|20000001,
Normal,210001,卡蒙,까멍(소환),普通,Normal,野獸(Beast),Beast,501.5,160.65,66.3,85,85,85,590,189,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2.2,1,3.4,2.5,20000000|20000050|20000001,
Normal,220001,卡蒙,까멍(퀘),普通,Normal,野獸(Beast),Beast,501.5,160.65,66.3,85,85,85,590,189,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2,1,3.4,1.3,20000000|20000050|20000001,
Normal,230001,卡蒙,까멍 (튜토),普通,Normal,野獸(Beast),Beast,595,39.1,66.3,85,85,85,700,46,78,0,-25,0,水,水 -25%,無明顯抗性,,,,,,1.7,1,3.3,1.3,20000000,
Normal,240001,卡蒙,까멍(웨이브),普通,Normal,野獸(Beast),Beast,250.75,120.7,66.3,85,85,85,295,142,78,0,-25,25,水,水 -25%,風 +25%,,,,,,2.2,1,3.4,2.5,20000000|20000050|20000001,
Easy,300028,囚禁靈魂自爆,소울 콜렉터 2p 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,105,121,650,70,55,65,150,220,1000,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,0,1,50,50,21003063,40010003|21003008|21003012
Hard,300028,囚禁靈魂自爆,소울 콜렉터 2p 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,225,253,950,150,115,95,150,220,1000,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,0,1,50,50,21003063,40010003|21003008|21003012
Insane,300028,囚禁靈魂自爆,소울 콜렉터 2p 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,360,286,1050,240,130,105,150,220,1000,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,0,1,50,50,21003063,40010003|21003008|21003012
Normal,300028,囚禁靈魂自爆,소울 콜렉터 2p 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,127.5,187,850,85,85,85,150,220,1000,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,0,1,50,50,21003063,40010003|21003008|21003012
Easy,310003,四首怪人,포 헤드맨,小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,6300,124.3,70.85,70,55,65,9000,226,109,-25,0,0,火,火 -25%,無明顯抗性,122300,챕1 미니보스 - 포 헤드맨,122300:MonsterSpawn,31000301,100,2.2,1,3.5,2,21000300|21000301|21000302|21000303|21002007|21000304,
Hard,310003,四首怪人,포 헤드맨,小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,13500,259.9,103.55,150,115,95,9000,226,109,-25,0,0,火,火 -25%,無明顯抗性,122300,챕1 미니보스 - 포 헤드맨,122300:MonsterSpawn,31000301,100,2.2,1,3.5,2,21000300|21000301|21000302|21000303|21002007|21000304,
Insane,310003,四首怪人,포 헤드맨,小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,21600,293.8,114.45,240,130,105,9000,226,109,-25,0,0,火,火 -25%,無明顯抗性,122300,챕1 미니보스 - 포 헤드맨,122300:MonsterSpawn,31000301,100,2.2,1,3.5,2,21000300|21000301|21000302|21000303|21002007|21000304,
Normal,310003,四首怪人,포 헤드맨,小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,7650,192.1,92.65,85,85,85,9000,226,109,-25,0,0,火,火 -25%,無明顯抗性,122300,챕1 미니보스 - 포 헤드맨,122300:MonsterSpawn,31000301,100,2.2,1,3.5,2,21000300|21000301|21000302|21000303|21002007|21000304,
Easy,200047,石敢當,석감당,普通,Normal,異界(Eldritch),Eldritch,770,112.75,50.7,70,55,65,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Hard,200047,石敢當,석감당,普通,Normal,異界(Eldritch),Eldritch,1650,235.75,74.1,150,115,95,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Insane,200047,石敢當,석감당,普通,Normal,異界(Eldritch),Eldritch,2640,266.5,81.9,240,130,105,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Normal,200047,石敢當,석감당,普通,Normal,異界(Eldritch),Eldritch,935,174.25,66.3,85,85,85,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Easy,200044,伊爾貝利,일벨리,普通,Normal,異界(Eldritch),Eldritch,770,112.75,50.7,70,55,65,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Hard,200044,伊爾貝利,일벨리,普通,Normal,異界(Eldritch),Eldritch,1650,235.75,74.1,150,115,95,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Insane,200044,伊爾貝利,일벨리,普通,Normal,異界(Eldritch),Eldritch,2640,266.5,81.9,240,130,105,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Normal,200044,伊爾貝利,일벨리,普通,Normal,異界(Eldritch),Eldritch,935,174.25,66.3,85,85,85,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Easy,250001,地下城岩鹽巨岩,던전 암염(고정형) 1챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,125000,챕1 - 채집 대상 몬스터1 1회,125000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250002,地下城岩鹽巨岩,던전 암염(고정형) 1챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,125000,챕1 - 채집 대상 몬스터1 1회,125000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250003,地下城岩鹽巨岩,던전 암염(고정형) 1챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,125000,챕1 - 채집 대상 몬스터1 1회,125000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250004,地下城岩鹽巨岩,던전 암염(고정형) 1챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,125000,챕1 - 채집 대상 몬스터1 1회,125000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250005,地下城岩鹽巨岩,던전 암염(고정형) 1챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,125000,챕1 - 채집 대상 몬스터1 1회,125000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250011,地下城岩鹽巨岩,던전 암염(고정형) 2챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,126000,챕1 - 채집 대상 몬스터2 1회,126000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250012,地下城岩鹽巨岩,던전 암염(고정형) 2챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,126000,챕1 - 채집 대상 몬스터2 1회,126000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250013,地下城岩鹽巨岩,던전 암염(고정형) 2챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,126000,챕1 - 채집 대상 몬스터2 1회,126000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250014,地下城岩鹽巨岩,던전 암염(고정형) 2챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,126000,챕1 - 채집 대상 몬스터2 1회,126000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250015,地下城岩鹽巨岩,던전 암염(고정형) 2챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,126000,챕1 - 채집 대상 몬스터2 1회,126000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250021,地下城岩鹽巨岩,던전 암염(고정형) 3챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,228000,챕2 - 채집 대상 몬스터1 1회,228000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250022,地下城岩鹽巨岩,던전 암염(고정형) 3챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,228000,챕2 - 채집 대상 몬스터1 1회,228000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250023,地下城岩鹽巨岩,던전 암염(고정형) 3챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,228000,챕2 - 채집 대상 몬스터1 1회,228000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250024,地下城岩鹽巨岩,던전 암염(고정형) 3챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,228000,챕2 - 채집 대상 몬스터1 1회,228000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250025,地下城岩鹽巨岩,던전 암염(고정형) 3챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,228000,챕2 - 채집 대상 몬스터1 1회,228000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250031,地下城岩鹽巨岩,던전 암염(고정형) 4챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,0,1,1.5,1.5,,40010001|70000002
Easy,250032,地下城岩鹽巨岩,던전 암염(고정형) 4챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,228000,챕2 - 채집 대상 몬스터1 1회,228000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250033,地下城岩鹽巨岩,던전 암염(고정형) 4챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,228000,챕2 - 채집 대상 몬스터1 1회,228000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250034,地下城岩鹽巨岩,던전 암염(고정형) 4챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,228000,챕2 - 채집 대상 몬스터1 1회,228000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Easy,250035,地下城岩鹽巨岩,던전 암염(고정형) 4챕터,普通,Normal,機械(Machine),Machine,175,0.55,650,70,55,65,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,228000,챕2 - 채집 대상 몬스터1 1회,228000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Hard,250001,地下城岩鹽巨岩,던전 암염(고정형) 1챕터,普通,Normal,機械(Machine),Machine,375,1.15,950,150,115,95,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,125000,챕1 - 채집 대상 몬스터1 1회,125000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Hard,250002,地下城岩鹽巨岩,던전 암염(고정형) 1챕터,普通,Normal,機械(Machine),Machine,375,1.15,950,150,115,95,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,125000,챕1 - 채집 대상 몬스터1 1회,125000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Hard,250003,地下城岩鹽巨岩,던전 암염(고정형) 1챕터,普通,Normal,機械(Machine),Machine,375,1.15,950,150,115,95,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,125000,챕1 - 채집 대상 몬스터1 1회,125000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Hard,250004,地下城岩鹽巨岩,던전 암염(고정형) 1챕터,普通,Normal,機械(Machine),Machine,375,1.15,950,150,115,95,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,125000,챕1 - 채집 대상 몬스터1 1회,125000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Hard,250005,地下城岩鹽巨岩,던전 암염(고정형) 1챕터,普通,Normal,機械(Machine),Machine,375,1.15,950,150,115,95,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,125000,챕1 - 채집 대상 몬스터1 1회,125000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Hard,250011,地下城岩鹽巨岩,던전 암염(고정형) 2챕터,普通,Normal,機械(Machine),Machine,375,1.15,950,150,115,95,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,126000,챕1 - 채집 대상 몬스터2 1회,126000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Hard,250012,地下城岩鹽巨岩,던전 암염(고정형) 2챕터,普通,Normal,機械(Machine),Machine,375,1.15,950,150,115,95,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,126000,챕1 - 채집 대상 몬스터2 1회,126000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Hard,250013,地下城岩鹽巨岩,던전 암염(고정형) 2챕터,普通,Normal,機械(Machine),Machine,375,1.15,950,150,115,95,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,126000,챕1 - 채집 대상 몬스터2 1회,126000:Monster,,,0,1,1.5,1.5,,40010001|70000002
Hard,250014,地下城岩鹽巨岩,던전 암염(고정형) 2챕터,普通,Normal,機械(Machine),Machine,375,1.15,950,150,115,95,250,1,1000,0,0,0,無,無明顯弱點,無明顯抗性,126000,챕1 - 채집 대상 몬스터2 1회,126000:Monster,,,0,1,1.5,1.5,,40010001|70000002
